GKZ;Gebietsname;Wahlberechtigte;Abgegebene;Ungültige;Gültige;Hofer;%;Van der Bellen;%
G40719;Scharnstein;3.733;2.286;109;2.177;1.087;49,93;1.090;50,07
G40720;Vorchdorf;5.732;3.803;166;3.637;2.005;55,13;1.632;44,87
G40799;Wahlkarten - Gmunden;0;10.274;354;9.920;3.555;35,84;6.365;64,16
G40800;Grieskirchen;50.147;38.471;1.891;36.580;19.417;53,08;17.163;46,92
G40801;Aistersheim;661;414;24;390;206;52,82;184;47,18
G40802;Bad Schallerbach;3.022;1.790;67;1.723;877;50,9;846;49,1
G40803;Bruck-Waasen;1.910;1.174;52;1.122;630;56,15;492;43,85
G40804;Eschenau im Hausruckkreis;887;624;49;575;387;67,3;188;32,7
G40805;Gallspach;1.877;1.214;62;1.152;671;58,25;481;41,75
G40806;Gaspoltshofen;2.852;1.785;117;1.668;911;54,62;757;45,38
G40807;Geboltskirchen;1.146;736;41;695;369;53,09;326;46,91
G40808;Grieskirchen;3.519;2.221;80;2.141;1.022;47,73;1.119;52,27
G40809;Haag am Hausruck;1.637;1.061;45;1.016;473;46,56;543;53,44
G40810;Heiligenberg;547;437;30;407;255;62,65;152;37,35
G40811;Hofkirchen an der Trattnach;1.222;831;48;783;422;53,9;361;46,1
G40812;Kallham;2.007;1.221;64;1.157;646;55,83;511;44,17
G40813;Kematen am Innbach;1.040;716;31;685;425;62,04;260;37,96
G40814;Meggenhofen;1.161;766;59;707;374;52,9;333;47,1
G40815;Michaelnbach;1.033;657;34;623;370;59,39;253;40,61
G40816;Natternbach;1.901;1.245;62;1.183;746;63,06;437;36,94
G40817;Neukirchen am Walde;1.323;907;70;837;502;59,98;335;40,02
G40818;Neumarkt im Hausruckkreis;1.095;620;26;594;314;52,86;280;47,14
G40819;Peuerbach;1.760;1.123;52;1.071;569;53,13;502;46,87
G40820;Pötting;435;317;20;297;139;46,8;158;53,2
G40821;Pollham;787;510;20;490;246;50,2;244;49,8
G40822;Pram;1.430;909;35;874;464;53,09;410;46,91
G40823;Rottenbach;820;573;27;546;345;63,19;201;36,81
G40824;St. Agatha;1.753;1.133;83;1.050;608;57,9;442;42,1
G40825;St. Georgen bei Grieskirchen;1.015;660;33;627;312;49,76;315;50,24
G40826;St. Thomas;423;309;14;295;186;63,05;109;36,95
G40827;Schlüßlberg;2.412;1.530;76;1.454;804;55,3;650;44,7
G40828;Steegen;900;565;22;543;316;58,2;227;41,8
G40829;Taufkirchen an der Trattnach;1.648;1.029;61;968;601;62,09;367;37,91
G40830;Tollet;734;473;17;456;206;45,18;250;54,82
G40831;Waizenkirchen;2.881;1.891;100;1.791;1.003;56;788;44
G40832;Wallern an der Trattnach;2.356;1.514;64;1.450;745;51,38;705;48,62
G40833;Weibern;1.297;824;64;760;379;49,87;381;50,13
G40834;Wendling;656;435;30;405;250;61,73;155;38,27
G40899;Wahlkarten - Grieskirchen;0;6.257;212;6.045;2.644;43,74;3.401;56,26
G40900;Kirchdorf an der Krems;43.199;31.801;1.558;30.243;15.909;52,6;14.334;47,4
G40901;Edlbach;512;298;23;275;169;61,45;106;38,55
G40902;Grünburg;2.877;1.657;92;1.565;954;60,96;611;39,04
G40903;Hinterstoder;737;445;17;428;235;54,91;193;45,09
G40904;Inzersdorf im Kremstal;1.505;972;47;925;511;55,24;414;44,76
G40905;Kirchdorf an der Krems;3.221;1.901;56;1.845;786;42,6;1.059;57,4
G40906;Klaus an der Pyhrnbahn;839;536;29;507;245;48,32;262;51,68
G40907;Kremsmünster;4.667;2.913;141;2.772;1.439;51,91;1.333;48,09
G40908;Micheldorf in Oberösterreich;4.457;2.906;141;2.765;1.328;48,03;1.437;51,97
G40909;Molln;2.775;1.780;93;1.687;935;55,42;752;44,58
G40910;Nußbach;1.807;1.185;67;1.118;536;47,94;582;52,06
G40911;Oberschlierbach;374;248;17;231;106;45,89;125;54,11
G40912;Pettenbach;3.942;2.415;124;2.291;1.324;57,79;967;42,21
G40913;Ried im Traunkreis;2.110;1.334;75;1.259;771;61,24;488;38,76
G40914;Rosenau am Hengstpaß;515;322;13;309;199;64,4;110;35,6
G40915;Roßleithen;1.473;849;45;804;467;58,08;337;41,92
G40916;St. Pankraz;275;154;5;149;104;69,8;45;30,2
G40917;Schlierbach;2.200;1.330;75;1.255;604;48,13;651;51,87
G40918;Spital am Pyhrn;1.741;962;57;905;582;64,31;323;35,69
G40919;Steinbach am Ziehberg;675;447;26;421;221;52,49;200;47,51
G40920;Steinbach an der Steyr;1.652;1.051;65;986;620;62,88;366;37,12
G40921;Vorderstoder;662;358;23;335;202;60,3;133;39,7
G40922;Wartberg an der Krems;2.293;1.477;107;1.370;777;56,72;593;43,28
G40923;Windischgarsten;1.890;1.009;53;956;508;53,14;448;46,86
G40999;Wahlkarten - Kirchdorf an der Krems;0;5.252;167;5.085;2.286;44,96;2.799;55,04
G41000;Linz-Land;106.034;78.662;2.790;75.872;34.765;45,82;41.107;54,18
G41001;Allhaming;929;635;36;599;287;47,91;312;52,09
G41002;Ansfelden;10.749;6.548;208;6.340;3.464;54,64;2.876;45,36
G41003;Asten;4.686;2.903;97;2.806;1.527;54,42;1.279;45,58
G41004;Eggendorf im Traunkreis;694;453;27;426;237;55,63;189;44,37
G41005;Enns;8.013;4.837;151;4.686;2.177;46,46;2.509;53,54
G41006;Hargelsberg;1.072;696;42;654;312;47,71;342;52,29
G41007;Hörsching;4.534;2.948;112;2.836;1.574;55,5;1.262;44,5
G41008;Hofkirchen im Traunkreis;1.400;948;39;909;438;48,18;471;51,82
G41009;Kematen an der Krems;2.002;1.252;55;1.197;652;54,47;545;45,53
G41010;Kirchberg-Thening;1.890;1.306;51;1.255;521;41,51;734;58,49
G41011;Kronstorf;2.535;1.736;88;1.648;832;50,49;816;49,51
G41012;Leonding;20.266;12.534;403;12.131;5.146;42,42;6.985;57,58
G41013;St. Florian;5.014;3.172;132;3.040;1.304;42,89;1.736;57,11
G41014;Neuhofen an der Krems;4.660;2.638;90;2.548;1.101;43,21;1.447;56,79
G41015;Niederneukirchen;1.620;1.037;63;974;471;48,36;503;51,64
G41016;Oftering;1.596;1.063;41;1.022;508;49,71;514;50,29
G41017;Pasching;5.365;3.508;133;3.375;1.557;46,13;1.818;53,87
G41018;Piberbach;1.460;901;39;862;455;52,78;407;47,22
G41019;Pucking;3.104;2.054;85;1.969;1.148;58,3;821;41,7
G41020;St. Marien;3.668;2.412;145;2.267;1.013;44,68;1.254;55,32
G41021;Traun;16.147;9.618;295;9.323;4.565;48,96;4.758;51,04
G41022;Wilhering;4.630;3.044;99;2.945;1.078;36,6;1.867;63,4
G41099;Wahlkarten - Linz-Land;0;12.419;359;12.060;4.398;36,47;7.662;63,53
G41100;Perg;52.250;40.149;2.122;38.027;18.558;48,8;19.469;51,2
G41101;Allerheiligen im Mühlkreis;975;669;39;630;341;54,13;289;45,87
G41102;Arbing;1.138;777;48;729;361;49,52;368;50,48
G41103;Baumgartenberg;1.318;874;44;830;504;60,72;326;39,28
G41104;Dimbach;813;466;24;442;278;62,9;164;37,1
G41105;Grein;2.396;1.458;90;1.368;767;56,07;601;43,93
G41106;Katsdorf;2.381;1.551;77;1.474;645;43,76;829;56,24
G41107;Klam;730;481;22;459;264;57,52;195;42,48
G41108;Bad Kreuzen;1.773;1.066;68;998;637;63,83;361;36,17
G41109;Langenstein;1.978;1.380;66;1.314;633;48,17;681;51,83
G41110;Luftenberg an der Donau;3.226;2.109;97;2.012;942;46,82;1.070;53,18
G41111;Mauthausen;3.621;2.255;88;2.167;854;39,41;1.313;60,59
G41112;Mitterkirchen im Machland;1.363;773;55;718;409;56,96;309;43,04
G41113;Münzbach;1.293;866;56;810;513;63,33;297;36,67
G41114;Naarn im Machlande;2.802;1.913;127;1.786;1.031;57,73;755;42,27
G41115;Pabneukirchen;1.360;860;47;813;483;59,41;330;40,59
G41116;Perg;6.121;3.932;197;3.735;1.754;46,96;1.981;53,04
G41117;Rechberg;756;508;58;450;215;47,78;235;52,22
G41118;Ried in der Riedmark;3.318;2.152;104;2.048;882;43,07;1.166;56,93
G41119;St. Georgen am Walde;1.676;1.025;56;969;623;64,29;346;35,71
G41120;St. Georgen an der Gusen;3.095;2.116;97;2.019;811;40,17;1.208;59,83
G41121;St. Nikola an der Donau;548;355;30;325;183;56,31;142;43,69
G41122;St. Thomas am Blasenstein;724;436;45;391;223;57,03;168;42,97
G41123;Saxen;1.416;995;67;928;516;55,6;412;44,4
G41124;Schwertberg;3.998;2.623;106;2.517;1.124;44,66;1.393;55,34
G41125;Waldhausen im Strudengau;2.295;1.438;90;1.348;773;57,34;575;42,66
G41126;Windhaag bei Perg;1.136;687;47;640;346;54,06;294;45,94
G41199;Wahlkarten - Perg;0;6.384;277;6.107;2.446;40,05;3.661;59,95
G41200;Ried im Innkreis;46.367;33.320;1.483;31.837;17.894;56,21;13.943;43,79
G41201;Andrichsfurt;592;379;26;353;203;57,51;150;42,49
G41202;Antiesenhofen;813;451;15;436;289;66,28;147;33,72
G41203;Aurolzmünster;2.260;1.271;33;1.238;799;64,54;439;35,46
G41204;Eberschwang;2.702;1.576;69;1.507;932;61,84;575;38,16
G41205;Eitzing;612;358;11;347;214;61,67;133;38,33
G41206;Geiersberg;433;280;10;270;146;54,07;124;45,93
G41207;Geinberg;1.099;521;26;495;315;63,64;180;36,36
G41208;Gurten;926;501;34;467;275;58,89;192;41,11
G41209;Hohenzell;1.725;1.111;69;1.042;572;54,89;470;45,11
G41210;Kirchdorf am Inn;484;311;14;297;187;62,96;110;37,04
G41211;Kirchheim im Innkreis;579;390;23;367;238;64,85;129;35,15
G41212;Lambrechten;1.060;676;39;637;427;67,03;210;32,97
G41213;Lohnsburg am Kobernaußerwald;1.821;1.073;56;1.017;650;63,91;367;36,09
G41214;Mehrnbach;1.847;1.018;41;977;604;61,82;373;38,18
G41215;Mettmach;1.955;1.174;57;1.117;769;68,85;348;31,15
G41216;Mörschwang;263;172;16;156;66;42,31;90;57,69
G41217;Mühlheim am Inn;530;320;11;309;191;61,81;118;38,19
G41218;Neuhofen im Innkreis;1.868;1.179;53;1.126;587;52,13;539;47,87
G41219;Obernberg am Inn;1.148;553;13;540;340;62,96;200;37,04
G41220;Ort im Innkreis;923;599;35;564;376;66,67;188;33,33
G41221;Pattigham;713;458;24;434;239;55,07;195;44,93
G41222;Peterskirchen;559;378;27;351;188;53,56;163;46,44
G41223;Pramet;832;543;24;519;339;65,32;180;34,68
G41224;Reichersberg;1.118;690;29;661;406;61,42;255;38,58
G41225;Ried im Innkreis;8.401;4.603;135;4.468;2.121;47,47;2.347;52,53
G41226;St. Georgen bei Obernberg am Inn;449;312;22;290;131;45,17;159;54,83
G41227;St. Marienkirchen am Hausruck;675;467;30;437;253;57,89;184;42,11
G41228;St. Martin im Innkreis;1.346;760;32;728;383;52,61;345;47,39
G41229;Schildorn;950;499;33;466;281;60,3;185;39,7
G41230;Senftenbach;599;391;13;378;222;58,73;156;41,27
G41231;Taiskirchen im Innkreis;1.951;1.265;81;1.184;668;56,42;516;43,58
G41232;Tumeltsham;1.238;741;41;700;376;53,71;324;46,29
G41233;Utzenaich;1.212;746;45;701;406;57,92;295;42,08
G41234;Waldzell;1.764;1.079;62;1.017;681;66,96;336;33,04
G41235;Weilbach;464;281;21;260;148;56,92;112;43,08
G41236;Wippenham;456;281;15;266;149;56,02;117;43,98
G41299;Wahlkarten - Ried im Innkreis;0;5.913;198;5.715;2.723;47,65;2.992;52,35
G41300;Rohrbach;46.074;33.665;1.845;31.820;16.089;50,56;15.731;49,44
G41301;Afiesl;316;229;13;216;139;64,35;77;35,65
G41302;Ahorn;413;301;12;289;152;52,6;137;47,4
G41304;Altenfelden;1.797;1.197;52;1.145;625;54,59;520;45,41
G41305;Arnreit;895;634;35;599;309;51,59;290;48,41
G41306;Atzesberg;368;240;18;222;157;70,72;65;29,28
G41307;Auberg;425;290;8;282;144;51,06;138;48,94
G41309;Haslach an der Mühl;2.085;1.341;80;1.261;523;41,48;738;58,52
G41310;Helfenberg;788;509;28;481;248;51,56;233;48,44
G41311;Hörbich;344;253;21;232;150;64,66;82;35,34
G41312;Hofkirchen im Mühlkreis;1.191;710;47;663;374;56,41;289;43,59
G41313;Julbach;1.298;688;40;648;374;57,72;274;42,28
G41314;Kirchberg ob der Donau;865;528;32;496;258;52,02;238;47,98
G41315;Klaffer am Hochficht;1.082;589;19;570;380;66,67;190;33,33
G41316;Kleinzell im Mühlkreis;1.256;804;45;759;336;44,27;423;55,73
G41317;Kollerschlag;1.203;690;48;642;388;60,44;254;39,56
G41318;Lembach im Mühlkreis;1.250;777;47;730;387;53,01;343;46,99
G41319;Lichtenau im Mühlkreis;430;241;28;213;141;66,2;72;33,8
G41320;Nebelberg;505;291;35;256;144;56,25;112;43,75
G41321;Neufelden;965;546;22;524;219;41,79;305;58,21
G41322;Niederkappel;803;563;41;522;332;63,6;190;36,4
G41323;Niederwaldkirchen;1.452;912;39;873;415;47,54;458;52,46
G41324;Oberkappel;523;256;22;234;127;54,27;107;45,73
G41325;Oepping;1.286;806;50;756;430;56,88;326;43,12
G41326;Peilstein im Mühlviertel;1.298;824;78;746;451;60,46;295;39,54
G41327;Pfarrkirchen im Mühlkreis;1.162;718;41;677;373;55,1;304;44,9
G41328;Putzleinsdorf;1.231;794;45;749;380;50,73;369;49,27
G41329;Neustift im Mühlkreis;1.139;652;34;618;271;43,85;347;56,15
G41331;St. Johann am Wimberg;826;541;37;504;293;58,13;211;41,87
G41332;St. Martin im Mühlkreis;2.983;1.939;129;1.810;910;50,28;900;49,72
G41333;St. Oswald bei Haslach;412;247;12;235;122;51,91;113;48,09
G41334;St. Peter am Wimberg;1.454;947;56;891;389;43,66;502;56,34
G41335;St. Stefan am Walde;657;449;34;415;179;43,13;236;56,87
G41336;St. Ulrich im Mühlkreis;495;350;13;337;155;45,99;182;54,01
G41337;St. Veit im Mühlkreis;977;651;35;616;312;50,65;304;49,35
G41338;Sarleinsbach;1.849;1.237;82;1.155;544;47,1;611;52,9
G41340;Schönegg;455;298;17;281;155;55,16;126;44,84
G41341;Schwarzenberg am Böhmerwald;483;283;21;262;153;58,4;109;41,6
G41342;Ulrichsberg;2.375;1.395;57;1.338;809;60,46;529;39,54
G41343;Aigen-Schlägl;2.573;1.465;69;1.396;765;54,8;631;45,2
G41344;Rohrbach-Berg;4.165;2.525;128;2.397;1.148;47,89;1.249;52,11
G41399;Wahlkarten - Rohrbach;0;4.955;175;4.780;1.928;40,33;2.852;59,67
G41400;Schärding;44.455;31.979;1.383;30.596;17.775;58,1;12.821;41,9
G41401;Altschwendt;535;400;16;384;218;56,77;166;43,23
G41402;Andorf;4.077;2.720;129;2.591;1.608;62,06;983;37,94
G41403;Brunnenthal;1.543;1.001;30;971;528;54,38;443;45,62
G41404;Diersbach;1.282;839;35;804;489;60,82;315;39,18
G41405;Dorf an der Pram;840;541;42;499;249;49,9;250;50,1
G41406;Eggerding;1.045;700;32;668;442;66,17;226;33,83
G41407;Engelhartszell;779;411;7;404;229;56,68;175;43,32
G41408;Enzenkirchen;1.446;909;48;861;626;72,71;235;27,29
G41409;Esternberg;2.360;1.366;57;1.309;855;65,32;454;34,68
G41410;Freinberg;996;462;19;443;249;56,21;194;43,79
G41411;Kopfing im Innkreis;1.611;986;60;926;656;70,84;270;29,16
G41412;Mayrhof;233;175;4;171;114;66,67;57;33,33
G41413;Münzkirchen;2.107;1.332;68;1.264;769;60,84;495;39,16
G41414;Raab;1.801;1.165;46;1.119;700;62,56;419;37,44
G41415;Rainbach im Innkreis;1.162;757;39;718;440;61,28;278;38,72
G41416;Riedau;1.595;876;33;843;443;52,55;400;47,45
G41417;St. Aegidi;1.296;882;48;834;510;61,15;324;38,85
G41418;St. Florian am Inn;2.343;1.419;41;1.378;786;57,04;592;42,96
G41419;St. Marienkirchen bei Schärding;1.406;864;41;823;553;67,19;270;32,81
G41420;St. Roman;1.465;912;62;850;651;76,59;199;23,41
G41421;St. Willibald;935;620;35;585;398;68,03;187;31,97
G41422;Schärding;3.745;1.964;51;1.913;932;48,72;981;51,28
G41423;Schardenberg;1.725;997;44;953;554;58,13;399;41,87
G41424;Sigharting;655;452;24;428;265;61,92;163;38,08
G41425;Suben;956;541;21;520;267;51,35;253;48,65
G41426;Taufkirchen an der Pram;2.291;1.330;46;1.284;732;57,01;552;42,99
G41427;Vichtenstein;456;270;28;242;153;63,22;89;36,78
G41428;Waldkirchen am Wesen;1.009;623;36;587;372;63,37;215;36,63
G41429;Wernstein am Inn;1.207;711;47;664;398;59,94;266;40,06
G41430;Zell an der Pram;1.554;966;52;914;465;50,88;449;49,12
G41499;Wahlkarten - Schärding;0;4.788;142;4.646;2.124;45,72;2.522;54,28
G41500;Steyr-Land;47.685;37.071;1.693;35.378;17.707;50,05;17.671;49,95
G41501;Adlwang;1.414;942;46;896;489;54,58;407;45,42
G41502;Aschach an der Steyr;1.831;1.221;66;1.155;543;47,01;612;52,99
G41503;Bad Hall;3.895;2.327;80;2.247;1.115;49,62;1.132;50,38
G41504;Dietach;2.387;1.671;72;1.599;731;45,72;868;54,28
G41505;Gaflenz;1.508;1.003;61;942;560;59,45;382;40,55
G41506;Garsten;5.244;3.383;126;3.257;1.605;49,28;1.652;50,72
G41507;Großraming;2.218;1.457;76;1.381;703;50,91;678;49,09
G41508;Laussa;1.026;703;26;677;347;51,26;330;48,74
G41509;Losenstein;1.307;811;34;777;379;48,78;398;51,22
G41510;Maria Neustift;1.287;844;51;793;514;64,82;279;35,18
G41511;Pfarrkirchen bei Bad Hall;1.767;1.159;52;1.107;580;52,39;527;47,61
G41512;Reichraming;1.441;962;37;925;475;51,35;450;48,65
G41513;Rohr im Kremstal;1.037;631;29;602;311;51,66;291;48,34
G41514;St. Ulrich bei Steyr;2.472;1.625;89;1.536;738;48,05;798;51,95
G41515;Schiedlberg;995;625;26;599;328;54,76;271;45,24
G41516;Sierning;7.328;4.729;258;4.471;2.303;51,51;2.168;48,49
G41517;Ternberg;2.763;1.799;107;1.692;929;54,91;763;45,09
G41518;Waldneukirchen;1.789;1.188;63;1.125;624;55,47;501;44,53
G41521;Wolfern;2.549;1.641;83;1.558;892;57,25;666;42,75
G41522;Weyer;3.427;2.127;77;2.050;1.101;53,71;949;46,29
G41599;Wahlkarten - Steyr-Land;0;6.223;234;5.989;2.440;40,74;3.549;59,26
G41600;Urfahr-Umgebung;67.316;53.842;2.657;51.185;21.389;41,79;29.796;58,21
G41601;Alberndorf in der Riedmark;3.166;2.158;126;2.032;1.075;52,9;957;47,1
G41602;Altenberg bei Linz;3.595;2.422;161;2.261;1.077;47,63;1.184;52,37
G41603;Bad Leonfelden;3.279;2.146;165;1.981;1.092;55,12;889;44,88
G41604;Eidenberg;1.664;1.113;76;1.037;432;41,66;605;58,34
G41605;Engerwitzdorf;6.972;4.632;238;4.394;2.040;46,43;2.354;53,57
G41606;Feldkirchen an der Donau;4.377;3.119;180;2.939;1.367;46,51;1.572;53,49
G41607;Gallneukirchen;5.113;3.258;109;3.149;1.040;33,03;2.109;66,97
G41608;Goldwörth;739;495;26;469;206;43,92;263;56,08
G41609;Gramastetten;4.080;2.562;139;2.423;983;40,57;1.440;59,43
G41610;Haibach im Mühlkreis;727;501;22;479;262;54,7;217;45,3
G41611;Hellmonsödt;1.831;1.088;40;1.048;457;43,61;591;56,39
G41612;Herzogsdorf;2.052;1.354;112;1.242;656;52,82;586;47,18
G41613;Kirchschlag bei Linz;1.675;1.094;63;1.031;424;41,13;607;58,87
G41614;Lichtenberg;2.180;1.490;72;1.418;502;35,4;916;64,6
G41615;Oberneukirchen;2.560;1.671;94;1.577;744;47,18;833;52,82
G41616;Ottenschlag im Mühlkreis;423;287;19;268;161;60,07;107;39,93
G41617;Ottensheim;3.614;2.420;101;2.319;827;35,66;1.492;64,34
G41618;Puchenau;3.690;2.339;70;2.269;809;35,65;1.460;64,35
G41619;Reichenau im Mühlkreis;1.017;687;47;640;307;47,97;333;52,03
G41620;Reichenthal;1.175;764;54;710;344;48,45;366;51,55
G41621;St. Gotthard im Mühlkreis;1.062;689;24;665;290;43,61;375;56,39
G41622;Schenkenfelden;1.274;793;34;759;376;49,54;383;50,46
G41623;Sonnberg im Mühlkreis;758;519;29;490;224;45,71;266;54,29
G41624;Steyregg;3.929;2.532;104;2.428;1.085;44,69;1.343;55,31
G41625;Vorderweißenbach;1.677;1.147;71;1.076;548;50,93;528;49,07
G41626;Walding;3.297;2.096;88;2.008;787;39,19;1.221;60,81
G41627;Zwettl an der Rodl;1.390;959;71;888;345;38,85;543;61,15
G41699;Wahlkarten - Urfahr-Umgebung;0;9.507;322;9.185;2.929;31,89;6.256;68,11
G41700;Vöcklabruck;102.002;76.414;3.749;72.665;36.485;50,21;36.180;49,79
G41701;Ampflwang im Hausruckwald;2.638;1.675;74;1.601;825;51,53;776;48,47
G41702;Attersee am Attersee;1.303;805;27;778;332;42,67;446;57,33
G41703;Attnang-Puchheim;5.895;3.436;127;3.309;1.598;48,29;1.711;51,71
G41704;Atzbach;934;654;39;615;335;54,47;280;45,53
G41705;Aurach am Hongar;1.337;866;53;813;507;62,36;306;37,64
G41706;Berg im Attergau;800;490;60;430;270;62,79;160;37,21
G41707;Desselbrunn;1.393;905;71;834;447;53,6;387;46,4
G41708;Fornach;754;533;50;483;337;69,77;146;30,23
G41709;Frankenburg am Hausruck;3.926;2.669;147;2.522;1.547;61,34;975;38,66
G41710;Frankenmarkt;2.759;1.790;125;1.665;952;57,18;713;42,82
G41711;Gampern;2.247;1.521;90;1.431;750;52,41;681;47,59
G41712;Innerschwand am Mondsee;889;506;33;473;230;48,63;243;51,37
G41713;Lenzing;3.921;2.418;90;2.328;1.255;53,91;1.073;46,09
G41714;Manning;667;428;26;402;186;46,27;216;53,73
G41715;Mondsee;2.513;1.337;34;1.303;577;44,28;726;55,72
G41716;Neukirchen an der Vöckla;2.066;1.397;72;1.325;741;55,92;584;44,08
G41717;Niederthalheim;857;617;52;565;326;57,7;239;42,3
G41718;Nußdorf am Attersee;906;568;29;539;297;55,1;242;44,9
G41719;Oberhofen am Irrsee;1.197;790;56;734;437;59,54;297;40,46
G41720;Oberndorf bei Schwanenstadt;1.145;754;35;719;385;53,55;334;46,45
G41721;Oberwang;1.304;751;61;690;455;65,94;235;34,06
G41722;Ottnang am Hausruck;3.010;1.858;105;1.753;996;56,82;757;43,18
G41723;Pfaffing;1.163;749;65;684;365;53,36;319;46,64
G41724;Pilsbach;516;360;34;326;150;46,01;176;53,99
G41725;Pitzenberg;421;299;17;282;133;47,16;149;52,84
G41726;Pöndorf;1.861;1.204;61;1.143;768;67,19;375;32,81
G41727;Puchkirchen am Trattberg;790;493;44;449;227;50,56;222;49,44
G41728;Pühret;491;335;24;311;159;51,13;152;48,87
G41729;Redleiten;392;250;22;228;147;64,47;81;35,53
G41730;Redlham;1.176;774;33;741;364;49,12;377;50,88
G41731;Regau;5.001;3.344;150;3.194;1.722;53,91;1.472;46,09
G41732;Rüstorf;1.642;978;46;932;453;48,61;479;51,39
G41733;Rutzenham;209;154;18;136;66;48,53;70;51,47
G41734;St. Georgen im Attergau;3.147;1.947;86;1.861;1.104;59,32;757;40,68
G41735;St. Lorenz;1.826;1.130;69;1.061;520;49,01;541;50,99
G41736;Schlatt;1.040;629;51;578;305;52,77;273;47,23
G41737;Schörfling am Attersee;2.715;1.654;63;1.591;762;47,89;829;52,11
G41738;Schwanenstadt;2.969;1.855;62;1.793;899;50,14;894;49,86
G41739;Seewalchen am Attersee;4.330;2.687;128;2.559;1.214;47,44;1.345;52,56
G41740;Steinbach am Attersee;675;435;26;409;171;41,81;238;58,19
G41741;Straß im Attergau;1.115;715;44;671;419;62,44;252;37,56
G41742;Tiefgraben;2.876;1.600;71;1.529;849;55,53;680;44,47
G41743;Timelkam;4.444;2.857;145;2.712;1.315;48,49;1.397;51,51
G41744;Ungenach;1.182;802;41;761;387;50,85;374;49,15
G41745;Unterach am Attersee;1.114;617;21;596;283;47,48;313;52,52
G41746;Vöcklabruck;9.000;5.413;163;5.250;2.278;43,39;2.972;56,61
G41747;Vöcklamarkt;3.707;2.427;137;2.290;1.217;53,14;1.073;46,86
G41748;Weißenkirchen im Attergau;781;531;47;484;315;65,08;169;34,92
G41749;Weyregg am Attersee;1.246;756;32;724;329;45,44;395;54,56
G41750;Wolfsegg am Hausruck;1.538;924;45;879;445;50,63;434;49,37
G41751;Zell am Moos;1.194;718;36;682;359;52,64;323;47,36
G41752;Zell am Pettenfirst;980;594;30;564;258;45,74;306;54,26
G41799;Wahlkarten - Vöcklabruck;0;12.415;482;11.933;4.717;39,53;7.216;60,47
G41800;Wels-Land;53.389;40.843;1.725;39.118;20.769;53,09;18.349;46,91
G41801;Aichkirchen;433;306;26;280;153;54,64;127;45,36
G41802;Bachmanning;501;306;27;279;157;56,27;122;43,73
G41803;Bad Wimsbach-Neydharting;1.966;1.241;65;1.176;640;54,42;536;45,58
G41804;Buchkirchen;3.264;2.033;80;1.953;1.055;54,02;898;45,98
G41805;Eberstalzell;1.978;1.262;58;1.204;752;62,46;452;37,54
G41806;Edt bei Lambach;1.680;1.044;47;997;567;56,87;430;43,13
G41807;Fischlham;1.092;704;42;662;355;53,63;307;46,37
G41808;Gunskirchen;4.564;2.936;122;2.814;1.518;53,94;1.296;46,06
G41809;Holzhausen;702;441;20;421;225;53,44;196;46,56
G41810;Krenglbach;2.437;1.659;70;1.589;807;50,79;782;49,21
G41811;Lambach;2.373;1.269;32;1.237;641;51,82;596;48,18
G41812;Marchtrenk;9.403;5.994;204;5.790;3.214;55,51;2.576;44,49
G41813;Neukirchen bei Lambach;710;473;30;443;237;53,5;206;46,5
G41814;Offenhausen;1.242;820;41;779;434;55,71;345;44,29
G41815;Pennewang;731;465;22;443;216;48,76;227;51,24
G41816;Pichl bei Wels;2.170;1.575;86;1.489;780;52,38;709;47,62
G41817;Sattledt;1.904;1.221;65;1.156;667;57,7;489;42,3
G41818;Schleißheim;987;668;33;635;332;52,28;303;47,72
G41819;Sipbachzell;1.496;1.037;57;980;563;57,45;417;42,55
G41820;Stadl-Paura;3.540;1.973;78;1.895;1.121;59,16;774;40,84
G41821;Steinerkirchen an der Traun;1.852;1.290;76;1.214;644;53,05;570;46,95
G41822;Steinhaus;1.598;1.015;46;969;610;62,95;359;37,05
G41823;Thalheim bei Wels;4.208;2.550;107;2.443;1.128;46,17;1.315;53,83
G41824;Weißkirchen an der Traun;2.558;1.775;88;1.687;956;56,67;731;43,33
G41899;Wahlkarten - Wels-Land;0;6.786;203;6.583;2.997;45,53;3.586;54,47
G4A000;Linz und Umgebung;246.526;174.334;5.204;169.130;69.461;41,07;99.669;58,93
G4B000;Innviertel;166.320;117.435;5.096;112.339;65.399;58,22;46.940;41,78
G4C000;Hausruckviertel;270.945;202.286;8.995;193.291;99.183;51,31;94.108;48,69
G4D000;Traunviertel;196.953;145.709;6.339;139.370;67.491;48,43;71.879;51,57
G4E000;Mühlviertel;218.676;168.464;8.828;159.636;75.113;47,05;84.523;52,95
G50000;Salzburg;393.583;286.401;11.894;274.507;144.938;52,8;129.569;47,2
G50099;Wahlkarten - Salzburg;0;42.240;1.222;41.018;16.346;39,85;24.672;60,15
G50100;Salzburg(Stadt);99.663;68.148;1.741;66.407;27.306;41,12;39.101;58,88
G50101;Salzburg;99.663;55.972;1.490;54.482;23.682;43,47;30.800;56,53
G50199;Wahlkarten - Salzburg(Stadt);0;12.176;251;11.925;3.624;30,39;8.301;69,61
G50200;Hallein;43.177;32.472;1.676;30.796;16.397;53,24;14.399;46,76
G50201;Abtenau;4.420;2.938;207;2.731;1.671;61,19;1.060;38,81
G50202;Adnet;2.803;1.977;132;1.845;1.075;58,27;770;41,73
