GKZ;Gebietsname;Wahlberechtigte;Abgegebene;Ungültige;Gültige;Hofer;%;Van der Bellen;%
G80100;Bludenz;45.132;29.717;640;29.077;12.948;44,53;16.129;55,47
G80101;Bartholomäberg;1.744;987;30;957;573;59,87;384;40,13
G80102;Blons;230;165;3;162;64;39,51;98;60,49
G80103;Bludenz;9.553;4.813;90;4.723;2.005;42,45;2.718;57,55
G80104;Bludesch;1.519;840;7;833;405;48,62;428;51,38
G80105;Brand;473;257;3;254;113;44,49;141;55,51
G80106;Bürs;2.286;1.177;32;1.145;453;39,56;692;60,44
G80107;Bürserberg;405;197;9;188;106;56,38;82;43,62
G80108;Dalaas;1.144;688;22;666;306;45,95;360;54,05
G80109;Fontanella;340;199;6;193;79;40,93;114;59,07
G80110;Gaschurn;1.159;626;13;613;347;56,61;266;43,39
G80111;Innerbraz;727;448;17;431;184;42,69;247;57,31
G80112;Klösterle;517;303;4;299;118;39,46;181;60,54
G80113;Lech;1.118;312;18;294;74;25,17;220;74,83
G80114;Lorüns;206;120;0;120;41;34,17;79;65,83
G80115;Ludesch;2.371;1.261;32;1.229;603;49,06;626;50,94
G80116;Nenzing;4.537;2.551;47;2.504;1.318;52,64;1.186;47,36
G80117;Nüziders;3.669;2.141;63;2.078;703;33,83;1.375;66,17
G80118;Raggal;622;369;8;361;124;34,35;237;65,65
G80119;St. Anton im Montafon;533;320;14;306;157;51,31;149;48,69
G80120;St. Gallenkirch;1.702;916;17;899;565;62,85;334;37,15
G80121;St. Gerold;283;154;3;151;88;58,28;63;41,72
G80122;Schruns;2.707;1.453;23;1.430;659;46,08;771;53,92
G80123;Silbertal;673;437;6;431;271;62,88;160;37,12
G80124;Sonntag;530;342;24;318;124;38,99;194;61,01
G80125;Stallehr;210;135;7;128;50;39,06;78;60,94
G80126;Thüringen;1.582;892;15;877;359;40,94;518;59,06
G80127;Thüringerberg;545;312;9;303;131;43,23;172;56,77
G80128;Tschagguns;1.724;926;13;913;479;52,46;434;47,54
G80129;Vandans;2.023;1.050;19;1.031;579;56,16;452;43,84
G80199;Wahlkarten - Bludenz;0;5.326;86;5.240;1.870;35,69;3.370;64,31
G80200;Bregenz;91.130;59.619;1.236;58.383;23.867;40,88;34.516;59,12
G80201;Alberschwende;2.430;1.577;61;1.516;697;45,98;819;54,02
G80202;Andelsbuch;1.750;1.038;48;990;309;31,21;681;68,79
G80203;Au;1.360;713;19;694;360;51,87;334;48,13
G80204;Bezau;1.379;703;20;683;300;43,92;383;56,08
G80205;Bildstein;566;336;5;331;164;49,55;167;50,45
G80206;Bizau;767;417;11;406;174;42,86;232;57,14
G80207;Bregenz;19.216;9.988;195;9.793;3.972;40,56;5.821;59,44
G80208;Buch;464;314;11;303;135;44,55;168;55,45
G80209;Damüls;226;116;4;112;53;47,32;59;52,68
G80210;Doren;746;460;10;450;207;46;243;54
G80211;Egg;2.669;1.586;46;1.540;610;39,61;930;60,39
G80212;Eichenberg;259;161;8;153;44;28,76;109;71,24
G80213;Fußach;2.630;1.489;21;1.468;759;51,7;709;48,3
G80214;Gaißau;1.285;690;13;677;320;47,27;357;52,73
G80215;Hard;9.145;4.874;79;4.795;2.038;42,5;2.757;57,5
G80216;Hittisau;1.377;801;22;779;358;45,96;421;54,04
G80217;Höchst;5.506;2.708;42;2.666;1.284;48,16;1.382;51,84
G80218;Hörbranz;4.585;2.622;50;2.572;1.218;47,36;1.354;52,64
G80219;Hohenweiler;891;492;9;483;213;44,1;270;55,9
G80220;Kennelbach;1.367;767;13;754;322;42,71;432;57,29
G80221;Krumbach;750;437;6;431;223;51,74;208;48,26
G80222;Langen bei Bregenz;1.033;635;24;611;308;50,41;303;49,59
G80223;Langenegg;818;442;14;428;205;47,9;223;52,1
G80224;Lauterach;6.954;4.011;67;3.944;1.843;46,73;2.101;53,27
G80225;Lingenau;1.059;624;15;609;207;33,99;402;66,01
G80226;Lochau;4.052;2.144;48;2.096;816;38,93;1.280;61,07
G80227;Mellau;967;531;5;526;273;51,9;253;48,1
G80228;Mittelberg;2.398;955;12;943;367;38,92;576;61,08
G80229;Möggers;378;215;3;212;79;37,26;133;62,74
G80230;Reuthe;431;235;3;232;108;46,55;124;53,45
G80231;Riefensberg;693;408;10;398;170;42,71;228;57,29
G80232;Schnepfau;344;186;5;181;86;47,51;95;52,49
G80233;Schoppernau;699;442;18;424;241;56,84;183;43,16
G80234;Schröcken;156;65;0;65;16;24,62;49;75,38
G80235;Schwarzach;2.803;1.674;50;1.624;653;40,21;971;59,79
G80236;Schwarzenberg;1.359;796;18;778;275;35,35;503;64,65
G80237;Sibratsgfäll;313;173;18;155;55;35,48;100;64,52
G80238;Sulzberg;1.241;753;25;728;300;41,21;428;58,79
G80239;Warth;132;66;2;64;43;67,19;21;32,81
G80240;Wolfurt;5.932;3.452;66;3.386;1.344;39,69;2.042;60,31
G80299;Wahlkarten - Bregenz;0;9.523;140;9.383;2.718;28,97;6.665;71,03
G80300;Dornbirn;59.638;37.508;673;36.835;15.485;42,04;21.350;57,96
G80301;Dornbirn;33.609;18.166;373;17.793;7.464;41,95;10.329;58,05
G80302;Hohenems;10.792;5.270;98;5.172;2.603;50,33;2.569;49,67
G80303;Lustenau;15.237;7.728;131;7.597;3.431;45,16;4.166;54,84
G80399;Wahlkarten - Dornbirn;0;6.344;71;6.273;1.987;31,68;4.286;68,32
G80400;Feldkirch;74.040;48.647;948;47.699;18.917;39,66;28.782;60,34
G80401;Altach;4.888;2.660;59;2.601;1.102;42,37;1.499;57,63
G80402;Düns;305;215;4;211;94;44,55;117;55,45
G80403;Dünserberg;118;56;2;54;27;50;27;50
G80404;Feldkirch;22.479;11.888;229;11.659;4.715;40,44;6.944;59,56
G80405;Frastanz;4.306;2.287;59;2.228;1.024;45,96;1.204;54,04
G80406;Fraxern;521;336;8;328;131;39,94;197;60,06
G80407;Göfis;2.481;1.459;23;1.436;573;39,9;863;60,1
G80408;Götzis;7.843;4.268;87;4.181;1.807;43,22;2.374;56,78
G80409;Klaus;2.250;1.321;35;1.286;465;36,16;821;63,84
G80410;Koblach;3.350;1.750;33;1.717;701;40,83;1.016;59,17
G80411;Laterns;525;300;13;287;153;53,31;134;46,69
G80412;Mäder;2.750;1.538;28;1.510;796;52,72;714;47,28
G80413;Meiningen;1.527;875;17;858;436;50,82;422;49,18
G80414;Rankweil;8.291;4.463;85;4.378;1.712;39,1;2.666;60,9
G80415;Röns;244;155;1;154;53;34,42;101;65,58
G80416;Röthis;1.473;793;22;771;289;37,48;482;62,52
G80417;Satteins;1.974;1.169;35;1.134;474;41,8;660;58,2
G80418;Schlins;1.611;913;17;896;354;39,51;542;60,49
G80419;Schnifis;601;356;13;343;137;39,94;206;60,06
G80420;Sulz;1.826;1.107;23;1.084;420;38,75;664;61,25
G80421;Übersaxen;485;336;3;333;169;50,75;164;49,25
G80422;Viktorsberg;307;161;8;153;69;45,1;84;54,9
G80423;Weiler;1.494;817;15;802;324;40,4;478;59,6
G80424;Zwischenwasser;2.391;1.338;33;1.305;581;44,52;724;55,48
G80499;Wahlkarten - Feldkirch;0;8.086;96;7.990;2.311;28,92;5.679;71,08
G8A000;Vorarlberg Nord;150.768;97.127;1.909;95.218;39.352;41,33;55.866;58,67
G8B000;Vorarlberg Süd;119.172;78.364;1.588;76.776;31.865;41,5;44.911;58,5
G90000;Wien;1.153.806;804.124;17.348;786.776;288.608;36,68;498.168;63,32
G90099;Wahlkarten - Wien;0;185.117;3.628;181.489;53.691;29,58;127.798;70,42
G90100;Wien  1.,Innere Stadt;12.040;8.762;256;8.506;2.310;27,16;6.196;72,84
G90101;Innere Stadt;12.040;5.453;183;5.270;1.514;28,73;3.756;71,27
G90199;Wahlkarten - Wien  1.,Innere Stadt;0;3.309;73;3.236;796;24,6;2.440;75,4
G90200;Wien  2.,Leopoldstadt;60.285;41.657;736;40.921;11.804;28,85;29.117;71,15
G90201;Leopoldstadt;60.285;31.896;579;31.317;9.703;30,98;21.614;69,02
G90299;Wahlkarten - Wien  2.,Leopoldstadt;0;9.761;157;9.604;2.101;21,88;7.503;78,12
G90300;Wien  3.,Landstraße;56.413;40.692;809;39.883;11.395;28,57;28.488;71,43
G90301;Landstraße;56.413;29.125;591;28.534;8.638;30,27;19.896;69,73
G90399;Wahlkarten - Wien  3.,Landstraße;0;11.567;218;11.349;2.757;24,29;8.592;75,71
G90400;Wien  4.,Wieden;20.755;15.352;325;15.027;3.777;25,13;11.250;74,87
G90401;Wieden;20.755;10.468;226;10.242;2.567;25,06;7.675;74,94
G90499;Wahlkarten - Wien  4.,Wieden;0;4.884;99;4.785;1.210;25,29;3.575;74,71
G90500;Wien  5.,Margareten;31.929;22.088;362;21.726;5.585;25,71;16.141;74,29
G90501;Margareten;31.929;16.316;274;16.042;4.406;27,47;11.636;72,53
G90599;Wahlkarten - Wien  5.,Margareten;0;5.772;88;5.684;1.179;20,74;4.505;79,26
G90600;Wien  6.,Mariahilf;20.699;15.171;251;14.920;3.236;21,69;11.684;78,31
G90601;Mariahilf;20.699;10.763;176;10.587;2.465;23,28;8.122;76,72
G90699;Wahlkarten - Wien  6.,Mariahilf;0;4.408;75;4.333;771;17,79;3.562;82,21
G90700;Wien  7.,Neubau;20.769;16.225;288;15.937;3.030;19,01;12.907;80,99
G90701;Neubau;20.769;11.129;212;10.917;2.182;19,99;8.735;80,01
G90799;Wahlkarten - Wien  7.,Neubau;0;5.096;76;5.020;848;16,89;4.172;83,11
G90800;Wien  8.,Josefstadt;16.220;12.884;310;12.574;2.664;21,19;9.910;78,81
G90801;Josefstadt;16.220;8.678;233;8.445;1.880;22,26;6.565;77,74
G90899;Wahlkarten - Wien  8.,Josefstadt;0;4.206;77;4.129;784;18,99;3.345;81,01
G90900;Wien  9.,Alsergrund;26.593;20.233;405;19.828;4.424;22,31;15.404;77,69
G90901;Alsergrund;26.593;14.013;301;13.712;3.219;23,48;10.493;76,52
G90999;Wahlkarten - Wien  9.,Alsergrund;0;6.220;104;6.116;1.205;19,7;4.911;80,3
G91000;Wien 10.,Favoriten;111.091;70.524;1.369;69.155;31.554;45,63;37.601;54,37
G91001;Favoriten;111.091;57.162;1.125;56.037;26.334;46,99;29.703;53,01
G91099;Wahlkarten - Wien 10.,Favoriten;0;13.362;244;13.118;5.220;39,79;7.898;60,21
G91100;Wien 11.,Simmering;60.260;39.223;860;38.363;19.304;50,32;19.059;49,68
G91101;Simmering;60.260;32.068;715;31.353;16.222;51,74;15.131;48,26
G91199;Wahlkarten - Wien 11.,Simmering;0;7.155;145;7.010;3.082;43,97;3.928;56,03
G91200;Wien 12.,Meidling;55.619;36.455;779;35.676;13.636;38,22;22.040;61,78
G91201;Meidling;55.619;28.609;634;27.975;11.227;40,13;16.748;59,87
G91299;Wahlkarten - Wien 12.,Meidling;0;7.846;145;7.701;2.409;31,28;5.292;68,72
G91300;Wien 13.,Hietzing;38.438;29.389;828;28.561;9.360;32,77;19.201;67,23
G91301;Hietzing;38.438;21.672;629;21.043;7.219;34,31;13.824;65,69
G91399;Wahlkarten - Wien 13.,Hietzing;0;7.717;199;7.518;2.141;28,48;5.377;71,52
G91400;Wien 14.,Penzing;60.402;42.803;955;41.848;15.034;35,93;26.814;64,07
G91401;Penzing;60.402;32.831;749;32.082;12.148;37,87;19.934;62,13
G91499;Wahlkarten - Wien 14.,Penzing;0;9.972;206;9.766;2.886;29,55;6.880;70,45
G91500;Wien 15.,Rudolfsheim-Fünfhaus;40.725;26.356;448;25.908;7.955;30,7;17.953;69,3
G91501;Rudolfsheim-Fünfhaus;40.725;19.997;345;19.652;6.451;32,83;13.201;67,17
G91599;Wahlkarten - Wien 15.,Rudolfsheim-Fünfhaus;0;6.359;103;6.256;1.504;24,04;4.752;75,96
G91600;Wien 16.,Ottakring;58.574;39.759;864;38.895;13.224;34;25.671;66
G91601;Ottakring;58.574;30.765;714;30.051;10.792;35,91;19.259;64,09
G91699;Wahlkarten - Wien 16.,Ottakring;0;8.994;150;8.844;2.432;27,5;6.412;72,5
G91700;Wien 17.,Hernals;33.263;23.506;488;23.018;7.098;30,84;15.920;69,16
G91701;Hernals;33.263;17.161;370;16.791;5.492;32,71;11.299;67,29
G91799;Wahlkarten - Wien 17.,Hernals;0;6.345;118;6.227;1.606;25,79;4.621;74,21
G91800;Wien 18.,Währing;32.184;24.750;581;24.169;6.249;25,86;17.920;74,14
G91801;Währing;32.184;17.486;418;17.068;4.642;27,2;12.426;72,8
G91899;Wahlkarten - Wien 18.,Währing;0;7.264;163;7.101;1.607;22,63;5.494;77,37
G91900;Wien 19.,Döbling;48.609;35.784;979;34.805;11.283;32,42;23.522;67,58
G91901;Döbling;48.609;27.182;794;26.388;8.928;33,83;17.460;66,17
G91999;Wahlkarten - Wien 19.,Döbling;0;8.602;185;8.417;2.355;27,98;6.062;72,02
G92000;Wien 20.,Brigittenau;48.135;30.885;534;30.351;11.224;36,98;19.127;63,02
G92001;Brigittenau;48.135;24.094;415;23.679;9.139;38,6;14.540;61,4
G92099;Wahlkarten - Wien 20.,Brigittenau;0;6.791;119;6.672;2.085;31,25;4.587;68,75
G92100;Wien 21.,Floridsdorf;105.970;72.401;1.647;70.754;34.574;48,87;36.180;51,13
G92101;Floridsdorf;105.970;59.566;1.338;58.228;29.528;50,71;28.700;49,29
G92199;Wahlkarten - Wien 21.,Floridsdorf;0;12.835;309;12.526;5.046;40,28;7.480;59,72
G92200;Wien 22.,Donaustadt;124.317;87.509;2.010;85.499;38.697;45,26;46.802;54,74
G92201;Donaustadt;124.317;71.421;1.645;69.776;32.729;46,91;37.047;53,09
G92299;Wahlkarten - Wien 22.,Donaustadt;0;16.088;365;15.723;5.968;37,96;9.755;62,04
G92300;Wien 23.,Liesing;70.516;51.716;1.264;50.452;21.191;42;29.261;58
G92301;Liesing;70.516;41.152;1.054;40.098;17.492;43,62;22.606;56,38
G92399;Wahlkarten - Wien 23.,Liesing;0;10.564;210;10.354;3.699;35,73;6.655;64,27
G9A000;Wien Innen-Süd;109.097;78.132;1.496;76.636;20.757;27,09;55.879;72,91
G9B000;Wien Innen-West;96.321;73.275;1.510;71.765;15.664;21,83;56.101;78,17
G9C000;Wien Innen-Ost;108.420;72.542;1.270;71.272;23.028;32,31;48.244;67,69
G9D000;Wien Süd;226.970;146.202;3.008;143.194;64.494;45,04;78.700;54,96
G9E000;Wien Süd-West;210.081;150.264;3.495;146.769;53.540;36,48;93.229;63,52
G9F000;Wien Nord-West;172.630;123.799;2.912;120.887;37.854;31,31;83.033;68,69
G9G000;Wien Nord;230.287;159.910;3.657;156.253;73.271;46,89;82.982;53,11
